modelo,parametro,estimativa,erro_padrao,estatistica_t,p_valor
selecionado,ar1,0.2498963481024938,0.08739909515723679,2.8592555523934617,0.004246365487399695
selecionado,ma1,-0.8214316616202505,0.04232152860012137,-19.40930984278991,6.438607174565e-84
sobrediferenciado,ar1,-0.31205896648716963,0.07077702107247853,-4.409043525123905,1.0382815861583268e-5
sobrediferenciado,ma1,-0.9999994818507163,0.014883264889491439,-67.18952388980065,0
