lag,sazonal,FAC,FACP,banda_95,FAC_significativa,FACP_significativa
6,FALSE,-0.06247297896554012,-0.20427685040782237,0.14608709009609688,FALSE,TRUE
7,TRUE,0.11523395462870793,-0.03582771934173836,0.14608709009609688,FALSE,FALSE
8,FALSE,-0.14727162045123465,-0.29216327803905207,0.14608709009609688,TRUE,TRUE
13,FALSE,-0.004275700735666041,-0.07148458010423346,0.14608709009609688,FALSE,FALSE
14,TRUE,-3.3443123789854965e-4,-0.012637450602095328,0.14608709009609688,FALSE,FALSE
15,FALSE,0.03776384239923952,0.12982237526888799,0.14608709009609688,FALSE,FALSE
20,FALSE,0.014806891386070997,0.005768240736604546,0.14608709009609688,FALSE,FALSE
21,TRUE,0.05601105101251529,0.04581235755404832,0.14608709009609688,FALSE,FALSE
22,FALSE,-0.011970931756873807,-0.007255273884484493,0.14608709009609688,FALSE,FALSE
