modelo_selecionado,criterio,vencedor_aic_admissivel,vencedor_bic_admissivel,criterios_divergem,vencedor_aic_sem_restricao,vencedor_bic_sem_restricao,aic_selecionado,bic_selecionado,n_candidatos,n_admissiveis,nota
"ARIMA(1,1,1)",AIC entre os modelos admissiveis (Q4f antes de Q4e),"ARIMA(1,1,1)","ARIMA(1,1,1)",FALSE,"ARIMA(3,1,3)","ARIMA(1,1,1)",-398.47135831977874,-388.8924877671081,4,3,"AIC e BIC CONCORDAM entre os admissiveis (ARIMA(1,1,1)). Sem a restricao de admissibilidade o AIC escolheria ARIMA(3,1,3)."
