ticker,_event_ticker,_series_ticker,title,yes_sub_title,subtitle,status,open_time,close_time,expiration_time,expected_expiration_time,result,settlement_value,last_price,previous_price,volume,open_interest,yes_bid,yes_ask,liquidity,strike_type,floor_strike,cap_strike
KXFED-26SEP-T5.00,KXFED-26SEP,KXFED,"Will the upper bound of the federal funds rate be above 5.00% following the Fed's Sep 16, 2026 meeting?",Above 5.00%,5.00%,active,2025-08-06T14:30:00Z,2026-09-16T17:55:00Z,2026-09-23T18:05:00Z,2026-09-16T18:05:00Z,,,,,,,,,,greater,5,
KXFED-26SEP-T5.25,KXFED-26SEP,KXFED,"Will the upper bound of the federal funds rate be above 5.25% following the Fed's Sep 16, 2026 meeting?",Above 5.25%,5.25%,active,2025-08-06T14:30:00Z,2026-09-16T17:55:00Z,2026-09-23T18:05:00Z,2026-09-16T18:05:00Z,,,,,,,,,,greater,5.25,
KXFED-26JUL-T2.75,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 2.75% following the Fed's Jul 29, 2026 meeting?",Above 2.75%,2.75%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,yes,,,,,,,,,greater,2.75,
KXFED-26JUL-T3.00,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 3.00% following the Fed's Jul 29, 2026 meeting?",Above 3.00%,3.00%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,yes,,,,,,,,,greater,3,
KXFED-26JUL-T3.25,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 3.25% following the Fed's Jul 29, 2026 meeting?",Above 3.25%,3.25%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,yes,,,,,,,,,greater,3.25,
KXFED-26JUL-T3.50,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 3.50% following the Fed's Jul 29, 2026 meeting?",Above 3.50%,3.50%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,yes,,,,,,,,,greater,3.5,
KXFED-26JUL-T3.75,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 3.75% following the Fed's Jul 29, 2026 meeting?",Above 3.75%,3.75%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,no,,,,,,,,,greater,3.75,
KXFED-26JUL-T4.00,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 4.00% following the Fed's Jul 29, 2026 meeting?",Above 4.00%,4.00%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,no,,,,,,,,,greater,4,
KXFED-26JUL-T4.25,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 4.25% following the Fed's Jul 29, 2026 meeting?",Above 4.25%,4.25%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,no,,,,,,,,,greater,4.25,
KXFED-26JUL-T4.50,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 4.50% following the Fed's Jul 29, 2026 meeting?",Above 4.50%,4.50%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,no,,,,,,,,,greater,4.5,
KXFED-26JUL-T4.75,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 4.75% following the Fed's Jul 29, 2026 meeting?",Above 4.75%,4.75%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,no,,,,,,,,,greater,4.75,
KXFED-26JUL-T5.00,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 5.00% following the Fed's Jul 29, 2026 meeting?",Above 5.00%,5.00%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,no,,,,,,,,,greater,5,
KXFED-26JUL-T5.25,KXFED-26JUL,KXFED,"Will the upper bound of the federal funds rate be above 5.25% following the Fed's Jul 29, 2026 meeting?",Above 5.25%,5.25%,finalized,2025-08-06T14:30:00Z,2026-07-29T17:55:00Z,2026-08-05T18:05:00Z,2026-07-29T18:05:00Z,no,,,,,,,,,greater,5.25,
